constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
V_XEMPT_MAIN+ML,stability,2025-08-18 03:15:27,2025-08-20 09:21:55,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1590.8,VIC1,False
N^^Q_NIL_1,stability,2025-01-17 06:27:49,2025-01-17 14:54:01,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,282.9,QLD1,False
V^HYTS_MLTS_N,voltage,2025-07-01 02:54:22,2025-07-01 06:02:26,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,599.7,VIC1,False
F_MAIN+ML_MR_0600,stability,2024-12-14 14:47:24,2024-12-14 15:46:24,Radial supply security constraint — South Australia import capacity limit reached.,930.3,VIC1,False
NSW_VIC_LOCAT_1,stability,2025-03-04 22:57:53,2025-03-05 11:53:02,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1572.3,QLD1,False
N^^Q_NIL_1,stability,2025-01-29 04:17:18,2025-01-29 22:52:17,Basslink thermal constraint — sustained high power flow activating wet-end protection.,300.0,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-02-07 09:47:55,2025-02-07 13:20:06,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1566.4,QLD1,False
N_X_HYTS_GUN_1,voltage,2025-10-30 06:40:23,2025-10-30 07:47:00,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,987.2,QLD1,False
V^HYTS_MLTS_N,voltage,2024-12-05 00:43:34,2024-12-05 06:44:47,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1107.3,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-05-10 07:29:09,2025-05-10 09:33:09,Radial supply security constraint — South Australia import capacity limit reached.,1614.7,QLD1,False
N_X_HYTS_GUN_1,stability,2025-05-03 05:27:49,2025-05-05 02:58:49,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1311.3,SA1,False
S^NIL_PEAK_1530_3,thermal,2025-01-05 06:32:36,2025-01-05 10:21:40,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1532.2,QLD1,True
S_RADIAL_SA_1,stability,2025-11-13 03:11:31,2025-11-13 16:28:16,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,468.7,TAS1,False
V^HYTS_MLTS_N,stability,2025-07-02 19:14:37,2025-07-03 01:54:07,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1440.1,SA1,False
V^GUNNQ_MUGG_E,thermal,2025-06-05 06:49:34,2025-06-05 12:28:51,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1718.3,SA1,False
F_MAIN+ML_MR_0600,thermal,2025-10-13 09:10:35,2025-10-13 11:24:47,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,623.6,SA1,False
N_X_HYTS_GUN_1,voltage,2025-05-07 16:34:19,2025-05-07 17:37:06,Frequency control constraint — insufficient inertia from synchronous generation online.,1692.9,NSW1,False
F_I+LREG+ML_RREG_0600,thermal,2024-12-17 19:41:16,2024-12-18 03:53:30,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,178.8,QLD1,True
V^MLTS1-HYTS_E,thermal,2025-08-02 04:16:54,2025-08-02 06:21:48,Radial supply security constraint — South Australia import capacity limit reached.,1559.5,QLD1,False
V^HYTS_MLTS_N,stability,2025-09-06 16:27:02,2025-09-08 14:47:13,Frequency control constraint — insufficient inertia from synchronous generation online.,1678.5,QLD1,False
V_XEMPT_MAIN+ML,thermal,2025-04-09 13:07:59,2025-04-09 13:57:56,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1202.5,SA1,True
V^MLTS1-HYTS_E,stability,2025-02-28 20:16:43,2025-03-01 01:07:41,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1110.9,TAS1,False
V^MLTS1-HYTS_E,thermal,2025-06-19 10:28:11,2025-06-19 13:03:03,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1797.0,QLD1,False
V^GUNNQ_MUGG_E,voltage,2025-01-31 20:35:17,2025-01-31 21:17:00,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,338.0,VIC1,False
N^^Q_NIL_1,stability,2025-01-29 11:39:40,2025-01-30 12:18:53,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1498.9,TAS1,False
V^HYTS_MLTS_N,voltage,2025-03-07 09:27:11,2025-03-08 02:00:46,Frequency control constraint — insufficient inertia from synchronous generation online.,1414.4,VIC1,False
V^MLTS1-HYTS_E,stability,2024-11-30 04:49:34,2024-11-30 17:23:07,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1499.0,TAS1,False
V_XEMPT_MAIN+ML,thermal,2025-04-02 17:49:51,2025-04-03 01:44:49,Overload protection — Moorabool substation transformer loading above summer rating.,855.8,VIC1,True
N^^Q_NIL_1,stability,2025-06-08 19:59:53,2025-06-08 22:15:11,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,562.4,TAS1,False
F_I+LREG+ML_RREG_0600,thermal,2024-12-12 09:15:00,2024-12-12 13:29:23,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1220.2,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-01-18 14:26:36,2025-01-18 19:41:09,Radial supply security constraint — South Australia import capacity limit reached.,597.8,NSW1,False
N^^Q_NIL_1,voltage,2025-04-23 03:58:04,2025-04-23 13:23:00,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,369.1,VIC1,False
S_RADIAL_SA_1,stability,2025-02-28 15:08:13,2025-02-28 17:21:13,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1101.4,VIC1,False
N^^Q_NIL_1,voltage,2025-09-30 01:51:18,2025-09-30 03:46:41,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,691.6,NSW1,False
N^^Q_NIL_1,stability,2025-10-30 23:56:56,2025-10-31 01:50:32,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1164.7,QLD1,False
F_MAIN+ML_MR_0600,stability,2025-05-30 23:27:54,2025-05-31 02:10:56,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,189.8,SA1,False
N^^Q_NIL_1,thermal,2025-06-01 16:43:35,2025-06-01 22:24:57,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1025.9,NSW1,False
N_X_HYTS_GUN_1,stability,2025-08-22 15:05:04,2025-08-22 17:24:57,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,744.6,SA1,False
F_I+LREG+ML_RREG_0600,stability,2025-02-14 01:58:17,2025-02-17 03:09:26,Overload protection — Moorabool substation transformer loading above summer rating.,100.4,SA1,False
V^MLTS1-HYTS_E,stability,2025-04-06 01:10:03,2025-04-06 01:59:45,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,265.4,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2024-12-03 15:10:04,2024-12-03 22:27:41,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,869.5,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-10-27 06:16:29,2025-10-28 01:55:05,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1415.8,NSW1,False
V^HYTS_MLTS_N,stability,2025-05-16 03:10:17,2025-05-16 19:06:40,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1194.5,SA1,False
F_MAIN+ML_MR_0600,thermal,2025-07-10 21:38:06,2025-07-11 01:36:09,Frequency control constraint — insufficient inertia from synchronous generation online.,1341.1,QLD1,True
NSW_VIC_LOCAT_1,thermal,2025-05-18 09:36:29,2025-05-18 16:46:34,Overload protection — Moorabool substation transformer loading above summer rating.,828.4,TAS1,True
F_I+LREG+ML_RREG_0600,voltage,2025-06-21 06:45:08,2025-06-21 22:02:10,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,405.8,VIC1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-09-05 12:54:54,2025-09-05 13:20:52,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,207.6,SA1,False
N^^Q_NIL_1,stability,2025-11-15 20:02:48,2025-11-19 00:26:40,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,140.7,QLD1,False
N_X_HYTS_GUN_1,stability,2025-05-25 07:46:38,2025-05-25 13:26:20,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,798.6,SA1,False
Q_PQ_NIL_RADL_1,stability,2025-03-22 01:08:29,2025-03-22 20:31:03,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,905.2,VIC1,False
S_RADIAL_SA_1,stability,2025-03-05 23:07:32,2025-03-06 04:45:15,Overload protection — Moorabool substation transformer loading above summer rating.,176.5,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-06-21 22:38:25,2025-06-22 03:18:39,Overload protection — Moorabool substation transformer loading above summer rating.,762.7,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-10-10 19:03:13,2025-10-10 22:08:50,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1694.0,SA1,False
N_X_HYTS_GUN_1,thermal,2025-08-17 17:58:35,2025-08-17 18:22:54,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,924.2,SA1,True
Q^^Q_NIL_PEAK_1530,thermal,2025-03-21 21:36:42,2025-03-22 01:21:26,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,93.7,QLD1,False
V^GUNNQ_MUGG_E,voltage,2025-09-24 02:33:08,2025-09-24 13:48:47,Basslink thermal constraint — sustained high power flow activating wet-end protection.,630.5,VIC1,False
N^^Q_NIL_1,stability,2025-11-01 09:53:26,2025-11-01 19:48:25,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,51.4,TAS1,False
V_XEMPT_MAIN+ML,thermal,2025-02-17 03:51:24,2025-02-17 05:25:45,Overload protection — Moorabool substation transformer loading above summer rating.,1688.4,NSW1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-08-13 18:27:01,2025-08-14 15:27:33,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1534.1,VIC1,False
NSW_VIC_LOCAT_1,thermal,2025-08-11 06:23:45,2025-08-11 08:31:44,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1647.6,NSW1,True
V^MLTS1-HYTS_E,voltage,2025-04-12 12:24:56,2025-04-13 02:35:05,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,676.9,NSW1,False
V^GUNNQ_MUGG_E,voltage,2025-07-24 09:13:13,2025-07-24 11:31:06,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,773.3,VIC1,False
F_I+LREG+ML_RREG_0600,voltage,2025-06-02 23:59:31,2025-06-03 04:23:00,Basslink thermal constraint — sustained high power flow activating wet-end protection.,184.6,QLD1,False
N^^Q_NIL_1,voltage,2025-04-30 19:41:03,2025-05-01 01:18:02,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1117.0,QLD1,False
V^HYTS_MLTS_N,thermal,2025-06-20 11:06:30,2025-06-20 22:51:42,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,224.5,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-04-27 05:56:35,2025-04-27 09:59:42,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1288.9,TAS1,True
V^GUNNQ_MUGG_E,stability,2025-02-06 02:35:35,2025-02-06 03:07:19,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,832.0,SA1,False
F_I+LREG+ML_RREG_0600,thermal,2024-12-26 00:07:25,2024-12-26 02:46:34,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1664.2,NSW1,False
F_MAIN+ML_MR_0600,stability,2024-12-19 00:01:08,2024-12-19 01:58:14,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,334.9,NSW1,False
V_XEMPT_MAIN+ML,thermal,2025-01-22 00:32:48,2025-01-22 04:53:48,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1428.6,QLD1,False
V^HYTS_MLTS_N,thermal,2025-05-12 08:26:31,2025-05-12 08:54:23,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1548.9,SA1,True
V_XEMPT_MAIN+ML,voltage,2025-09-19 20:57:41,2025-09-20 02:13:56,Frequency control constraint — insufficient inertia from synchronous generation online.,216.3,VIC1,False
V^HYTS_MLTS_N,thermal,2025-06-15 13:44:24,2025-06-15 15:13:17,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,567.4,VIC1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-04-21 15:06:19,2025-04-22 07:11:00,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1320.7,QLD1,True
V^MLTS1-HYTS_E,stability,2025-04-29 02:47:40,2025-04-29 06:29:13,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,808.8,TAS1,False
N_X_HYTS_GUN_1,thermal,2025-03-28 09:24:59,2025-03-28 11:44:24,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1388.1,VIC1,True
S_RADIAL_SA_1,thermal,2025-09-02 12:04:31,2025-09-02 21:19:46,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,126.1,VIC1,False
F_MAIN+ML_MR_0600,voltage,2024-11-29 15:03:49,2024-11-30 02:11:56,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,201.9,TAS1,False
S_RADIAL_SA_1,thermal,2025-09-30 18:29:22,2025-09-30 19:20:56,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1184.6,SA1,True
NSW_VIC_LOCAT_1,thermal,2025-04-28 14:30:59,2025-04-28 16:44:25,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1300.1,VIC1,False
Q_PQ_NIL_RADL_1,stability,2024-12-06 14:48:59,2024-12-06 16:42:53,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,213.3,NSW1,False
N_X_HYTS_GUN_1,thermal,2025-09-30 14:25:33,2025-09-30 18:42:48,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,804.5,NSW1,False
S_RADIAL_SA_1,stability,2025-03-12 20:48:03,2025-03-12 23:30:17,Overload protection — Moorabool substation transformer loading above summer rating.,1004.1,SA1,False
V^HYTS_MLTS_N,stability,2025-03-29 05:44:25,2025-03-29 06:38:37,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1604.4,SA1,False
S_RADIAL_SA_1,stability,2025-05-02 21:32:16,2025-05-02 23:02:08,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1429.7,TAS1,False
V_XEMPT_MAIN+ML,stability,2025-10-07 19:21:16,2025-10-07 20:18:02,Overload protection — Moorabool substation transformer loading above summer rating.,303.6,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-11-14 20:33:07,2025-11-15 03:39:12,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1208.1,TAS1,False
F_I+LREG+ML_RREG_0600,stability,2025-04-12 18:30:20,2025-04-12 18:47:49,Frequency control constraint — insufficient inertia from synchronous generation online.,222.3,SA1,False
V_XEMPT_MAIN+ML,thermal,2025-04-09 20:14:11,2025-04-09 22:34:01,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1644.0,VIC1,True
F_MAIN+ML_MR_0600,voltage,2024-12-11 01:15:55,2024-12-13 09:52:25,Radial supply security constraint — South Australia import capacity limit reached.,1632.7,QLD1,False
F_MAIN+ML_MR_0600,voltage,2025-07-05 05:35:12,2025-07-05 07:37:22,Overload protection — Moorabool substation transformer loading above summer rating.,1008.8,SA1,False
V^GUNNQ_MUGG_E,voltage,2025-05-02 21:11:59,2025-05-03 01:13:42,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,415.0,NSW1,False
S_RADIAL_SA_1,thermal,2025-07-20 00:50:25,2025-07-20 02:18:37,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,886.1,NSW1,False
N_X_HYTS_GUN_1,stability,2025-07-22 06:47:31,2025-07-22 07:03:58,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,978.1,VIC1,False
F_MAIN+ML_MR_0600,stability,2025-05-04 00:07:04,2025-05-04 02:00:02,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1362.9,VIC1,False
N_X_HYTS_GUN_1,thermal,2025-09-27 16:17:19,2025-09-28 17:28:33,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,387.5,VIC1,False
