work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-6AED9388,dba4b93c-f29a-40ae-aeb8-2fd8a22e4eb3,repair,P3,completed,2023-07-05,2023-08-17,TECH2302,4,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",6661.18,False
WO-F6B5F739,369e4a17-e8f9-40db-a9f5-3d2175999a9f,repair,P3,in_progress,2023-02-14,,TECH2955,3,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,12911.01,False
WO-D6DF8ECE,7072d1cb-e56b-431d-a29c-162480f930b1,inspection,P4,completed,2024-07-14,2024-08-05,TECH7418,4,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,1929.25,True
WO-AF018006,9a6a2867-4f80-4a8d-88c5-bc94e8153c85,repair,P3,completed,2023-03-08,2023-03-12,TECH5694,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,7847.54,False
WO-CA84E6A5,bbd04356-9a7f-4250-bf7b-65319cdce822,inspection,P3,completed,2023-12-31,2024-01-28,TECH2528,2,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,1426.77,False
WO-BCFDC039,dba4b93c-f29a-40ae-aeb8-2fd8a22e4eb3,replacement,P2,completed,2025-04-03,2025-04-07,TECH3687,4,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,65101.78,True
WO-2233582C,532d13ed-af38-4a22-8fd5-2ad13860f853,inspection,P2,completed,2023-07-11,2023-07-21,TECH2454,3,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,3903.19,False
WO-0AD9D573,39ae1879-3f6c-4bbb-a913-1f515faccd88,repair,P3,completed,2024-08-11,2024-10-10,TECH5521,4,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,13321.43,False
WO-78A5A673,fe91f1f5-d150-43f6-9c0a-7a25631c4688,repair,P1,completed,2022-10-20,2022-10-20,TECH4845,4,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",15370.43,False
WO-D07FE780,8f17eb7d-4beb-42ec-ac6a-0c4c3188f083,repair,P3,completed,2025-07-20,2025-09-18,TECH4630,3,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,23327.28,False
WO-609AC9EC,8a07017d-a6d2-4818-8fe0-0c8641cf775c,inspection,P2,completed,2025-02-01,2025-02-02,TECH7419,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,2229.97,False
WO-12560EF0,aa964f7d-0780-46d5-af56-64e0ca634d70,repair,P4,open,2022-06-15,,TECH3799,3,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,10994.91,False
WO-4967095A,14396a1b-90fc-4d51-8d8c-7065e2baa7ce,inspection,P2,completed,2023-01-19,2023-01-22,TECH5053,1,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,1127.04,False
WO-7597EDE6,c06b3dae-8e25-47c1-980e-641bf7644202,replacement,P4,completed,2022-06-09,2022-11-11,TECH5318,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,66768.87,False
WO-CCCCACF9,1b07fd98-964a-4268-afea-88744502fd7e,inspection,P2,completed,2025-01-10,2025-01-15,TECH9186,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,3330.5,True
WO-88E20002,4f0c0e4d-3505-4f37-ab5c-684bc866b9f7,emergency,P1,completed,2022-02-19,2022-02-21,TECH1966,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,108538.92,False
WO-E594C8B0,99ad26ee-2f51-4afd-8148-2485d1697e57,inspection,P3,completed,2023-02-25,2023-03-17,TECH5397,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,971.35,True
WO-CC1C669E,88430b51-db08-4676-811f-988dc97392c0,repair,P2,completed,2025-04-08,2025-04-12,TECH5401,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",7131.14,True
WO-FF914E19,41e63d35-aae3-4e51-892f-2f98fc11c209,inspection,P2,completed,2025-09-15,2025-09-25,TECH5124,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,5337.75,True
WO-D65796BF,96a03d9f-9f2e-45e7-85f1-bd8939fa6f90,inspection,P4,open,2025-02-26,,TECH8762,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,,No materials consumed — inspection and condition assessment only.,950.63,False
WO-D90F53E7,21e1d5b5-aad5-4275-9f06-24f4bec4335f,inspection,P3,completed,2025-09-23,2025-11-18,TECH8024,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,2444.95,False
WO-3D227D11,f51d3a79-2b83-4410-9a6c-4fe05d1e9a58,inspection,P3,open,2023-10-30,,TECH4480,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,,No materials consumed — inspection and condition assessment only.,1494.95,True
WO-BC13814D,fe6939b5-5e82-40f4-81eb-b054254add81,repair,P4,completed,2023-01-25,2023-02-13,TECH8454,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,13889.0,False
WO-D163324D,b49e09f3-19a9-43ee-a102-40478f20ff5d,repair,P4,open,2024-06-26,,TECH5590,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",11463.87,False
WO-4E516B91,ac3f34cd-f599-4f9e-b58d-327a00f92cfd,inspection,P4,completed,2023-08-05,2023-12-05,TECH1681,6,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,7473.78,False
WO-F60D3582,ef89f9f3-28f9-4ee7-a7a8-d8a91de5b4a6,repair,P3,completed,2022-04-24,2022-05-02,TECH8426,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,7637.51,False
WO-6E953CA0,1ec1eb2b-141f-4c79-92f4-f4b39986f0b2,inspection,P3,completed,2024-09-24,2024-11-12,TECH7347,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,2212.31,True
WO-E7A4E54E,608a250f-475a-4c28-a190-4fe567363223,replacement,P3,completed,2022-03-26,2022-05-16,TECH8453,1,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,10073.05,False
WO-350E27AB,4908492d-5604-406a-bafb-ac56f6943d84,emergency,P2,completed,2024-11-08,2024-11-14,TECH6042,5,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,127419.36,True
WO-EBF4AF93,d6fe8284-b588-4052-8bc1-1067aac0bfee,inspection,P4,completed,2022-01-12,2022-02-12,TECH4587,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,5620.32,True
WO-61103B82,21e1d5b5-aad5-4275-9f06-24f4bec4335f,repair,P1,completed,2023-03-10,2023-03-10,TECH4149,3,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.","Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,10671.87,False
WO-F693FF73,55542652-8ca7-4fe4-a9e4-1674a2222d55,inspection,P3,completed,2022-05-18,2022-05-24,TECH3256,4,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,3109.43,False
WO-8CCA2E2B,6258e6f8-1655-462d-bbb7-fe44bb74b686,repair,P3,completed,2024-02-03,2024-02-28,TECH4366,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,14255.84,False
WO-E8FADEA8,22c952d0-2967-441b-8e24-a57b49499655,repair,P3,completed,2023-01-27,2023-02-04,TECH5434,3,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,All connections within specification. No evidence of partial discharge or tracking on insulators.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,11399.29,False
