report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-F5A8DC1F,AEMO_market,Q2-2025,SA,AEMO,2025-10-30,A.Vasquez@network.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 3897.8 GWh. Demand response activations: 17 events, total volume 14.0 MWh. Frequency performance: 97.1% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $135,953. Market systems availability: 99.45%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-5831F30A,SAIFI_annual,FY2223,NSW,NSW,2023-10-03,P.Kavanagh@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 0.9564 interruptions per customer. Regulatory target: 136.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 125,441. Frequency performance improvement of -2.6% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-3F093334,SAIDI_monthly,2025-11,VIC,VIC,2026-01-23,A.Vasquez@network.com.au,rejected,"Monthly SAIDI Performance Report — 2025-11. Total System Average Interruption Duration Index for the reporting period: 31.95 minutes. Target threshold per Distribution Licence Condition 7.3: 131.7 minutes. Performance is within target. Major contributing event categories: equipment failure (44%), weather-related (27%), vegetation (29%). Three significant outage events contributed 56% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-VIC and F83-VIC. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",non_compliant
RPT-E5D2C619,SAIFI_annual,FY2223,QLD,QLD,2022-07-06,L.Anderson@corp.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 0.5249 interruptions per customer. Regulatory target: 112.2000 interruptions per customer. Status: within. Total customer-interruptions recorded: 6,197. Frequency performance improvement of 7.8% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-027A5F06,ESC_compliance,Q2-2023,VIC,VIC,2024-06-08,S.Mehta@regulation.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2653. Complaints resolved within 10 business days: 86%. Unplanned interruptions — guaranteed service levels met: 98%. GSL payments made: 56 totalling $15,405. Wrongful disconnection events: 4. Hardship programme enrolments: 3,208. Planned interruption notice compliance: 96% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",pending_review
RPT-C6641AF9,ESC_compliance,Q2-2023,VIC,VIC,2025-03-18,S.Mehta@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1033. Complaints resolved within 10 business days: 90%. Unplanned interruptions — guaranteed service levels met: 91%. GSL payments made: 163 totalling $36,334. Wrongful disconnection events: 8. Hardship programme enrolments: 3,118. Planned interruption notice compliance: 94% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-5FFF9E71,SAIDI_monthly,2025-02,QLD,QLD,2025-08-27,S.Mehta@regulation.com.au,draft,"Monthly SAIDI Performance Report — 2025-02. Total System Average Interruption Duration Index for the reporting period: 71.01 minutes. Target threshold per Distribution Licence Condition 7.3: 100.2 minutes. Performance is within target. Major contributing event categories: equipment failure (38%), weather-related (38%), vegetation (24%). Three significant outage events contributed 48% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-QLD and F83-QLD. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-EE3C484D,SAIDI_monthly,2024-04,NSW,NSW,2025-09-21,A.Vasquez@network.com.au,accepted,"Monthly SAIDI Performance Report — 2024-04. Total System Average Interruption Duration Index for the reporting period: 79.07 minutes. Target threshold per Distribution Licence Condition 7.3: 136.4 minutes. Performance is within target. Major contributing event categories: equipment failure (29%), weather-related (27%), vegetation (44%). Three significant outage events contributed 60% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-NSW and F83-NSW. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-5D08DCB6,AER_performance,FY2526,VIC,VIC,2025-12-25,F.Nakamura@corp.com.au,accepted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $121.3M (approved allowance: $110.9M). Operating expenditure: $85.5M (approved allowance: $89.8M). Network reliability: SAIDI 111.62 min (target 117.7 min), SAIFI 1.5049 (target 1.4928). Customer complaints: 2035 (prior year: 2823). Demand-side participation programme enrolled 3,503 customers, reducing peak demand by 5.5 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-124D0D8B,SAIDI_monthly,2024-08,QLD,QLD,2024-10-07,A.Vasquez@network.com.au,submitted,"Monthly SAIDI Performance Report — 2024-08. Total System Average Interruption Duration Index for the reporting period: 33.24 minutes. Target threshold per Distribution Licence Condition 7.3: 113.0 minutes. Performance is within target. Major contributing event categories: equipment failure (37%), weather-related (29%), vegetation (34%). Three significant outage events contributed 56% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-QLD and F83-QLD. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-A3BB5896,AER_performance,FY2425,NSW,NSW,2025-05-15,R.Krishnamurthy@network.com.au,submitted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $333.5M (approved allowance: $320.7M). Operating expenditure: $72.0M (approved allowance: $76.6M). Network reliability: SAIDI 116.45 min (target 114.7 min), SAIFI 1.6774 (target 1.8674). Customer complaints: 2167 (prior year: 2875). Demand-side participation programme enrolled 2,490 customers, reducing peak demand by 11.8 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-DB360C4C,SAIDI_monthly,2022-03,NSW,NSW,2025-03-18,S.Mehta@regulation.com.au,accepted,"Monthly SAIDI Performance Report — 2022-03. Total System Average Interruption Duration Index for the reporting period: 106.23 minutes. Target threshold per Distribution Licence Condition 7.3: 110.1 minutes. Performance is within target. Major contributing event categories: equipment failure (27%), weather-related (31%), vegetation (42%). Three significant outage events contributed 46% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-NSW and F83-NSW. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-1889CF26,SAIFI_annual,FY2425,VIC,VIC,2025-02-11,R.Krishnamurthy@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.6030 interruptions per customer. Regulatory target: 118.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 101,097. Frequency performance improvement of 9.0% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-AAD7319F,ESC_compliance,Q4-2024,VIC,VIC,2024-11-16,A.Vasquez@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q4-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 619. Complaints resolved within 10 business days: 86%. Unplanned interruptions — guaranteed service levels met: 90%. GSL payments made: 163 totalling $25,032. Wrongful disconnection events: 7. Hardship programme enrolments: 235. Planned interruption notice compliance: 99% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-D1EB8E53,AEMO_market,Q3-2024,WA,AEMO,2025-12-06,C.Williamson@regulation.com.au,accepted,"AEMO Market Operations Report — Q3-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 922.5 GWh. Demand response activations: 16 events, total volume 405.4 MWh. Frequency performance: 96.2% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 10. Causer pays liability for period: $67,026. Market systems availability: 99.89%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-E808504C,AER_performance,FY2324,NSW,NSW,2024-03-16,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $391.8M (approved allowance: $466.3M). Operating expenditure: $91.9M (approved allowance: $103.8M). Network reliability: SAIDI 74.19 min (target 111.5 min), SAIFI 0.8692 (target 1.7058). Customer complaints: 405 (prior year: 2859). Demand-side participation programme enrolled 1,539 customers, reducing peak demand by 48.9 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
